name, location, isapk, category, packageName
Next Number - Logic Brain Game, https://apkpure.com/tw/next-number-math-brain-game/com.profamath.nextnumbermathgame/downloading, apk, casual-game, com.profamath.nextnumbermathgame
Bubble POP GO!, https://apkpure.com/tw/bubble-pop-go/com.bubbleshooter.pop.go.classic.puzzle.games/downloading, xapk, casual-game, com.bubbleshooter.pop.go.classic.puzzle.games
彈珠射手 Marble Viola's Quest, https://apkpure.com/tw/violas-quest-marble-blast/com.twodesperados.violasquest/downloading, xapk, casual-game, com.twodesperados.violasquest
太空農夫, https://apkpure.com/tw/idle-space-farmer-tycoon/com.anxiousottergames.spacefarmer/downloading, xapk, casual-game, com.anxiousottergames.spacefarmer
Car Rush 3D: Racing Master, https://apkpure.com/tw/car-rush-3d-racing-master/com.furious.car.racing.master/downloading, xapk, casual-game, com.furious.car.racing.master
Cube Fun Tap, https://apkpure.com/tw/cube-fun-tap/com.cube.tap.fun.teor.game/downloading, xapk, casual-game, com.cube.tap.fun.teor.game
Bubble Shooter Gem Puzzle Pop, https://apkpure.com/tw/bubble-shooter-gem-puzzle-pop/com.pop.bubbleshooter.gem.classic.games/downloading, xapk, casual-game, com.pop.bubbleshooter.gem.classic.games
Arcade Games - Relax and Fun, https://apkpure.com/tw/arcade-games-relax-and-fun/com.tinyfun.arcadegamecollection/downloading, xapk, casual-game, com.tinyfun.arcadegamecollection
甜瓜機 : 水果遊戲, https://apkpure.com/tw/melon-maker-fruit-game/com.superbox.aos.suikagame/downloading, xapk, casual-game, com.superbox.aos.suikagame
Belbet End Less, https://apkpure.com/tw/belbet-end-less/com.playersadda.app/downloading, xapk, casual-game, com.playersadda.app
洛斯特維爾：尋找藏匿的物品, https://apkpure.com/tw/lostville-find-hidden-objects/com.dp.seekville.hidden.objects/downloading, xapk, casual-game, com.dp.seekville.hidden.objects
Liar's Club : Bluff Party Game, https://apkpure.com/tw/liar-s-club-bluff-party-game/com.sa.liar.club.desk.game/downloading, xapk, casual-game, com.sa.liar.club.desk.game
三重匹配：商品分類大師, https://apkpure.com/tw/match-triple-sort-goods-master/com.sort.match.games.triple.master.closet.goods/downloading, xapk, casual-game, com.sort.match.games.triple.master.closet.goods
Rainbow Agent: Disguise Master, https://apkpure.com/tw/rainbow-agent-disguise-master/com.mirai.rainbow.agent.blend.in/downloading, xapk, casual-game, com.mirai.rainbow.agent.blend.in
Pug Pop Bubble Shooter 2, https://apkpure.com/tw/pug-pop-bubble-shooter-2/com.daymoon.PugPopBubbleShootertwo/downloading, xapk, casual-game, com.daymoon.PugPopBubbleShootertwo
Whirlwind Evolution, https://apkpure.com/tw/whirlwind-evolution/com.whirlwind.evolution/downloading, xapk, casual-game, com.whirlwind.evolution
CARRIEVERSE, https://apkpure.com/tw/carrieverse/com.carrieverse.carriepark/downloading, xapk, casual-game, com.carrieverse.carriepark
Tap Away 3D：點擊大師, https://apkpure.com/tw/tap-block-away-3d-tap-master/com.sg.tap.away.tile3d.master.game/downloading, xapk, casual-game, com.sg.tap.away.tile3d.master.game
Satiszone: 完美ASMR遊戲, https://apkpure.com/tw/satiszone-perfect-asmr-tidy/com.satisfy.asmr.relax.perfect.tidy/downloading, xapk, casual-game, com.satisfy.asmr.relax.perfect.tidy
射箭, https://apkpure.com/tw/arrow-shooting/com.cocopapasoft.arrowshooting/downloading, xapk, casual-game, com.cocopapasoft.arrowshooting
Tile Story, https://apkpure.com/tw/tile-story/com.relax.tile.story/downloading, xapk, casual-game, com.relax.tile.story
Water Ring Toss, https://apkpure.com/tw/water-ring-toss/dhs.waterring/downloading, apk, casual-game, dhs.waterring
Push Tower, https://apkpure.com/tw/push-tower/com.tp.PushTower/downloading, xapk, casual-game, com.tp.PushTower
捕魚合成大亨-深海之王, https://apkpure.com/tw/fishing-tycoon-merge-explore/com.joybat.fishing_merg_master/downloading, xapk, casual-game, com.joybat.fishing_merg_master
Draw Curves, https://apkpure.com/tw/draw-curves/com.jawad.drawcurves/downloading, apk, casual-game, com.jawad.drawcurves
Vitality Zoo - Merge Puzzle, https://apkpure.com/tw/vitality-zoo-merge-puzzle/com.vitality.animal.puzzle.zoo/downloading, xapk, casual-game, com.vitality.animal.puzzle.zoo
Usdc Faucetbase - usdc, https://apkpure.com/tw/usdc-faucetbase-usdc/com.ufb.usdc_faucetbase/downloading, xapk, casual-game, com.ufb.usdc_faucetbase
Bolt Puzzle-Screw Maze, https://apkpure.com/tw/bolt-puzzle-screw-maze/com.puzzlebli.butyfou/downloading, xapk, casual-game, com.puzzlebli.butyfou
Adorable Animal Merge, https://apkpure.com/tw/adorable-animal-merge/com.animal.avatar.merge.adorable/downloading, xapk, casual-game, com.animal.avatar.merge.adorable
Ninja Ogi, https://apkpure.com/tw/defend-the-kingdom/com.zpqlxd.mklqguds/downloading, xapk, casual-game, com.zpqlxd.mklqguds
Hunting Sniper, https://apkpure.com/tw/hunting-sniper/com.ru.huntingsniper/downloading, xapk, casual-game, com.ru.huntingsniper
I Like ABC, https://apkpure.com/tw/i-like-abc/com.moonstripes.abc/downloading, xapk, casual-game, com.moonstripes.abc
Bus Clear, https://apkpure.com/tw/bus-clear/com.hitappsgames.busclear/downloading, xapk, casual-game, com.hitappsgames.busclear
史萊姆模擬器 ASMR 藝術, https://apkpure.com/tw/diy-slime-simulator-asmr-art/superdiy.slime.simulator.asmr.art/downloading, xapk, casual-game, superdiy.slime.simulator.asmr.art
Merge Nightmare-idle impostor, https://apkpure.com/tw/merge-nightmare-idle-impostor/com.JadeHeaven.MergeBlue/downloading, xapk, casual-game, com.JadeHeaven.MergeBlue
Goods Stack 3D, https://apkpure.com/tw/goods-stack-3d/com.goods.stack.sorting.closet.free.game/downloading, xapk, casual-game, com.goods.stack.sorting.closet.free.game
戀與改裝 - 合併恋爱之旅, https://apkpure.com/tw/love-fashion-merge-story/com.skyfun.loveandfashiongp/downloading, xapk, casual-game, com.skyfun.loveandfashiongp
King Of Destiny, https://apkpure.com/tw/king-of-destiny/com.InfiniGods.KOD/downloading, xapk, casual-game, com.InfiniGods.KOD
益智卡通拼圖遊戲 - Cartoon Jigsaw, https://apkpure.com/tw/cartoon-jigsaw-puzzles/com.cartoon.jigsaw.puzzles.art/downloading, xapk, casual-game, com.cartoon.jigsaw.puzzles.art
Idol Livestream: Dress Up Game, https://apkpure.com/tw/idol-livestream-dress-up-game/com.idol.live.stream.game/downloading, xapk, casual-game, com.idol.live.stream.game
cubes world, https://apkpure.com/tw/cubes-world-endless-runner/com.RafaatAshour.CubesWorld/downloading, xapk, casual-game, com.RafaatAshour.CubesWorld
Sound Hero: Animal Kingdom, https://apkpure.com/tw/sound-hero-animal-kingdom/com.DawnOfHaven.SoundHeroAnimalKingdom/downloading, apk, casual-game, com.DawnOfHaven.SoundHeroAnimalKingdom
Big Rewards, https://apkpure.com/tw/big-rewards/com.bigrewards.jewelcash/downloading, xapk, casual-game, com.bigrewards.jewelcash
Solitaire Dream Build, https://apkpure.com/tw/solitaire-dream-build/com.gameamong.solitairedreambuild/downloading, xapk, casual-game, com.gameamong.solitairedreambuild
Collect Ball-Connect All, https://apkpure.com/tw/collect-ball-match-em-all/com.katanlabs.matchballgame/downloading, xapk, casual-game, com.katanlabs.matchballgame
Happy Farm - a relaxing game, https://apkpure.com/tw/happy-farm-a-relaxing-game/com.sheep.gameapp/downloading, xapk, casual-game, com.sheep.gameapp
Coin Fantasy, https://apkpure.com/tw/coin-fantasy/com.okvision.coinfantasy/downloading, xapk, casual-game, com.okvision.coinfantasy
Recall Case Tricky Brain Test, https://apkpure.com/tw/recall-case-tricky-brain-test/com.higame.par.flashback.detective.tricky.quiz/downloading, xapk, casual-game, com.higame.par.flashback.detective.tricky.quiz
索尼克狂熱 Plus - NETFLIX, https://apkpure.com/tw/sonic-mania-plus-netflix/com.netflix.NGP.SonicMania/downloading, xapk, action-game, com.netflix.NGP.SonicMania
薑餅人之塔, https://apkpure.com/tw/cookierun-tower-of-adventures/com.devsisters.cba/downloading, xapk, action-game, com.devsisters.cba
天空戰士：空戰遊戲, https://apkpure.com/tw/sky-warriors-airplane-games/com.wildlifestudios.jet.airplane.games.sky.warriors/downloading, xapk, action-game, com.wildlifestudios.jet.airplane.games.sky.warriors
Obby Fun Games: Parkour Online, https://apkpure.com/tw/obby-guys-online-parkour-jump/com.anrum.obby.guys.online.parkour.up/downloading, xapk, action-game, com.anrum.obby.guys.online.parkour.up
Jump Up 3D: Basketball game, https://apkpure.com/tw/jump-up-3d-basketball-game/com.funtory.jumpdunk/downloading, xapk, action-game, com.funtory.jumpdunk
Shadow Squad: Survival, https://apkpure.com/tw/shadow-squad-survival/com.huracan.CuzeSquadShooter/downloading, xapk, action-game, com.huracan.CuzeSquadShooter
Drunken Boxing: Ragdoll Rumble, https://apkpure.com/tw/drunken-boxing-ragdoll-rumble/com.pkfgames.drunkenboxingactiveragdollfallflat/downloading, xapk, action-game, com.pkfgames.drunkenboxingactiveragdollfallflat
戰爭機器：坦克軍隊遊戲 (War Machines), https://apkpure.com/tw/war-machines-tanks-battle-game/com.fungames.battletanksbeta/downloading, xapk, action-game, com.fungames.battletanksbeta
SmashKarts.io, https://apkpure.com/tw/smashkarts-io/com.tallteam.citychase/downloading, xapk, action-game, com.tallteam.citychase
Mimicry: Online Horror Action, https://apkpure.com/tw/mimicry-online-horror-action/com.eg.mimicry.horror.online/downloading, xapk, action-game, com.eg.mimicry.horror.online
BattleCats Survivors Snake, https://apkpure.com/tw/battlecats-survivors-snake/com.battlecats.survivors/downloading, xapk, action-game, com.battlecats.survivors
魔方競技場 2048: 合併遊戲, https://apkpure.com/tw/cube-arena-2048-merge-numbers/cube.arena.game/downloading, xapk, action-game, cube.arena.game
Cop Pursuit: Gun Shooting, https://apkpure.com/tw/cop-pursuit-gun-shooting/com.pursuit.cop.shooting/downloading, xapk, action-game, com.pursuit.cop.shooting
Hunt Zone: Gun Battle Royale, https://apkpure.com/tw/hunt-arena-gun-shooting-games/com.firstanvilgames.battle.shooter.fps.Battleground.game/downloading, xapk, action-game, com.firstanvilgames.battle.shooter.fps.Battleground.game
Kick Break Superhero Ragdoll, https://apkpure.com/tw/kick-break-superhero-ragdoll/com.dl.superhero.smash.game/downloading, xapk, action-game, com.dl.superhero.smash.game
Black Hole Hero : Vice Vegas, https://apkpure.com/tw/black-hole-hero-vice-vegas/com.hgamesart.blackholehero/downloading, xapk, action-game, com.hgamesart.blackholehero
Death's Door, https://apkpure.com/tw/death-s-door/com.netflix.NGP.DeathsDoor/downloading, xapk, action-game, com.netflix.NGP.DeathsDoor
ASTRID: Epic Zombie Shooting, https://apkpure.com/tw/astrid-epic-zombie-shooting/com.p194.alice/downloading, xapk, action-game, com.p194.alice
Atlas Online, https://apkpure.com/tw/atlas-online/com.noblelegacyentertainment.atlasonline/downloading, xapk, action-game, com.noblelegacyentertainment.atlasonline
Amazing Crime Rope Stickman, https://apkpure.com/tw/amazing-crime-rope-stickman/com.hgamesart.ropestickman/downloading, xapk, action-game, com.hgamesart.ropestickman
Robot Car Drone Transform: Rob, https://apkpure.com/tw/robot-car-drone-transform-rob/com.fts.robot.hero.transformer.shooting/downloading, xapk, action-game, com.fts.robot.hero.transformer.shooting
Chicken Master: Run Challenge, https://apkpure.com/tw/chicken-master-run-challenge/com.chicken.master.run.challenge/downloading, xapk, action-game, com.chicken.master.run.challenge
Ball Guys : Stumble & Fall, https://apkpure.com/tw/ball-guys-stumble-fall/gg.HalfMoon.BallGuys/downloading, xapk, action-game, gg.HalfMoon.BallGuys
Combo Clash, https://apkpure.com/tw/combo-clash/com.ristretto.comboclash/downloading, xapk, action-game, com.ristretto.comboclash
Schoolboy Escape 2: Sneak Out, https://apkpure.com/tw/schoolboy-escape-2-sneak-out/com.schoolboy.escape.sneak.out/downloading, xapk, action-game, com.schoolboy.escape.sneak.out
Sandbox Shooter Mods In Desert, https://apkpure.com/tw/sandbox-shooter-mods-in-desert/com.sandbox.shooter.mods.desert/downloading, xapk, action-game, com.sandbox.shooter.mods.desert
Snake Attack: Shoot the snake, https://apkpure.com/tw/snake-attack-shoot-in-parts/com.snake.attack.shoot/downloading, xapk, action-game, com.snake.attack.shoot
Survival Thief, https://apkpure.com/tw/survival-thief/com.SvaGames.Car/downloading, apk, action-game, com.SvaGames.Car
Big Head Game, https://apkpure.com/tw/big-head-game/com.galakapp.bigheadgame/downloading, xapk, action-game, com.galakapp.bigheadgame
Bouncing Ball, https://apkpure.com/tw/bouncing-ball/com.d.ball.plat.former.bouncingball/downloading, xapk, action-game, com.d.ball.plat.former.bouncingball
INICIOUT - Horror Game, https://apkpure.com/tw/iniciout-horror-game/com.fanthasm.iniciout/downloading, xapk, action-game, com.fanthasm.iniciout
Breakout Heroes: Auto Shooting, https://apkpure.com/tw/breakout-heroes-auto-shooting/com.OrcaGames.BreakoutHero.AutoFire/downloading, xapk, action-game, com.OrcaGames.BreakoutHero.AutoFire
Shadow Hero: Black Hunter, https://apkpure.com/tw/shadow-hero-black-hunter/com.action.black.slayer.fighter.shadow/downloading, xapk, action-game, com.action.black.slayer.fighter.shadow
Ragdoll Blade, https://apkpure.com/tw/ragdoll-blade/games.tatsumaki.ragdollblade/downloading, xapk, action-game, games.tatsumaki.ragdollblade
Ghost Mara:Scary Horror Games, https://apkpure.com/tw/scary-monster-mara-escape-room/com.xdendun.EvilMara/downloading, xapk, action-game, com.xdendun.EvilMara
Firefighter Sim Offline Game, https://apkpure.com/tw/firefighter-sim-offline-game/com.mm.real.firefighter.training.fire.truck.driving.rescue.game/downloading, xapk, action-game, com.mm.real.firefighter.training.fire.truck.driving.rescue.game
Shadow Of The Ninja Warrior, https://apkpure.com/tw/shadow-of-the-ninja-warrior/com.SairGames.ShadowOfTheNinjaWarriors/downloading, xapk, action-game, com.SairGames.ShadowOfTheNinjaWarriors
Rescue Agent, https://apkpure.com/tw/rescue-agent/com.game.rescueagent/downloading, xapk, action-game, com.game.rescueagent
Power of Power, https://apkpure.com/tw/power-of-power/com.Panic.PowerOfPower/downloading, xapk, action-game, com.Panic.PowerOfPower
Army Commando Encounter War, https://apkpure.com/tw/army-commando-encounter-war/com.srgfungames.snipergame/downloading, xapk, action-game, com.srgfungames.snipergame
Spider City Battle Fighting 3D, https://apkpure.com/tw/spider-city-battle-fighting-3d/com.miami.avengers.spider.fighting.swing.action.rope.games/downloading, xapk, action-game, com.miami.avengers.spider.fighting.swing.action.rope.games
PUB Game Hunter, https://apkpure.com/tw/pub-game-hunter/com.aiwan.pubgsshoot/downloading, xapk, action-game, com.aiwan.pubgsshoot
繩索英雄蜘蛛格鬥遊戲, https://apkpure.com/tw/rope-hero-spider-games-2024/com.ghs.drone.robot.speed.hero/downloading, xapk, action-game, com.ghs.drone.robot.speed.hero
Werewolf Simulator 3D Horror, https://apkpure.com/tw/werewolf-simulator-3d-horror/com.PizzaNightmaresClub.WerewolfSimulator3DHorror/downloading, xapk, action-game, com.PizzaNightmaresClub.WerewolfSimulator3DHorror
角斗士ertugrul剑战斗, https://apkpure.com/tw/gladiator-sword-fighting/com.ByteboxGamers.Ghazi.GladiatorKnight.SwordFighting.game.free/downloading, xapk, action-game, com.ByteboxGamers.Ghazi.GladiatorKnight.SwordFighting.game.free
Jungle Jam, https://apkpure.com/tw/jungle-jam/com.app.jungle.jam.adventure/downloading, xapk, action-game, com.app.jungle.jam.adventure
蜘蛛侠绳索英雄, https://apkpure.com/tw/spider-fighter-rope-hero/com.FQSDevelopers.SpiderRopeMan/downloading, xapk, action-game, com.FQSDevelopers.SpiderRopeMan
Apple Knight 2: Action Game, https://apkpure.com/tw/apple-knight-2-action-game/online.limitless.appleknight.dungeons/downloading, xapk, action-game, online.limitless.appleknight.dungeons
培養 站 施工 鐵路, https://apkpure.com/tw/jcb-wala-game-train-station/com.gf.railwaystation.railroadconstruction.constructiongames/downloading, xapk, adventure-game, com.gf.railwaystation.railroadconstruction.constructiongames
英勇之心：戰後還鄉, https://apkpure.com/tw/valiant-hearts-coming-home/com.netflix.NGP.ValiantHearts2/downloading, xapk, adventure-game, com.netflix.NGP.ValiantHearts2
Haunted Laia, https://apkpure.com/tw/haunted-laia/air.com.darkdome.haunted.laia/downloading, xapk, adventure-game, air.com.darkdome.haunted.laia
密室逃脫：謊言之網, https://apkpure.com/tw/escape-room-web-of-lies/air.com.hfg.weboflies/downloading, xapk, adventure-game, air.com.hfg.weboflies
Ghost Case, https://apkpure.com/tw/ghost-case/air.com.darkdome.the.ghost.mistery/downloading, xapk, adventure-game, air.com.darkdome.the.ghost.mistery
Pokémon GO, https://apkpure.com/tw/pokemon-go/com.nianticlabs.pokemongo/downloading, xapk, adventure-game, null
Floral Fury, https://apkpure.com/tw/wedding-dress-photo-montage/com.weddingsuit.app.picmontage/downloading, xapk, adventure-game, com.weddingsuit.app.picmontage
Hit the button, https://apkpure.com/tw/hit-the-button/com.FerAnimaciones.HittheButton/downloading, xapk, adventure-game, com.FerAnimaciones.HittheButton
Explore Dreams: Dreamcore, https://apkpure.com/tw/explore-dreams-dreamcore/com.DefaultCompany.ExploreDreams/downloading, xapk, adventure-game, com.DefaultCompany.ExploreDreams
Bind, https://apkpure.com/tw/bind/com.darkchocolate.dev.bind/downloading, xapk, adventure-game, com.darkchocolate.dev.bind
Gails Doll: Scary House, https://apkpure.com/tw/gails-doll-scary-house/com.gailsdoll.scary.house.horror/downloading, xapk, adventure-game, com.gailsdoll.scary.house.horror
Beyond the Room, https://apkpure.com/tw/beyond-the-room/air.com.darkdome.beyond.the.room/downloading, xapk, adventure-game, air.com.darkdome.beyond.the.room
French Crime Detective Game, https://apkpure.com/tw/french-crime-detective-game/com.pciagent/downloading, xapk, adventure-game, com.pciagent
Expedição Antártica 2.0, https://apkpure.com/tw/expedi%C3%A7%C3%A3o-ant%C3%A1rtica-2-0/com.umbugames.expedicaoantartica2/downloading, xapk, adventure-game, com.umbugames.expedicaoantartica2
Escape Paper Education, https://apkpure.com/tw/escape-paper-education/com.MaximTenGames.EscapeFromPaperEducationAndMissCircle/downloading, xapk, adventure-game, com.MaximTenGames.EscapeFromPaperEducationAndMissCircle
High School Fighting Game, https://apkpure.com/tw/high-school-punch-fight/com.fa.high.school.girls.boys.fighting/downloading, xapk, adventure-game, com.fa.high.school.girls.boys.fighting
Ball V - Red Boss Challenge, https://apkpure.com/tw/ball-v-red-boss-challenge/com.mgif.ball.v/downloading, xapk, adventure-game, com.mgif.ball.v
Adventure Tails, https://apkpure.com/tw/adventure-tails/com.buanisartini.advntretails/downloading, xapk, adventure-game, com.buanisartini.advntretails
Wer war Wilhelm?, https://apkpure.com/tw/wer-war-wilhelm/com.PaintbucketGames.IchSelbst/downloading, xapk, adventure-game, com.PaintbucketGames.IchSelbst
Sparkle of Talent (Adventure), https://apkpure.com/tw/sparkle-of-talent-adventure/com.ffsvideogames.il8f2p/downloading, apk, adventure-game, com.ffsvideogames.il8f2p
Little Tree Adventures, https://apkpure.com/tw/little-tree-adventures/com.psv.little_tree.adventures/downloading, xapk, adventure-game, com.psv.little_tree.adventures
Bobby World Adventure, https://apkpure.com/tw/bobby-world-adventure/com.leaf.bobby.adventure/downloading, xapk, adventure-game, com.leaf.bobby.adventure
Knights Battle: Idle Adventure, https://apkpure.com/tw/knights-battle-idle-adventure/com.D_One_Games.KnightsBattle/downloading, xapk, adventure-game, com.D_One_Games.KnightsBattle
迪瑪營救伊拉 - Dima Rescues Ira, https://apkpure.com/tw/dima-rescues-ira-rescue-and/com.starodymovgaming.dimarescuesira/downloading, xapk, adventure-game, com.starodymovgaming.dimarescuesira
彈跳！橡皮鴨：橡皮鴨飼養, https://apkpure.com/tw/rubber-duck-idle-squad-game/com.nanoo.rubberduck/downloading, xapk, adventure-game, com.nanoo.rubberduck
逃離遊戲： 寧靜的雨屋, https://apkpure.com/tw/escape-game-quiet-rain-house/com.Furakoko.EscapeGameQuietRainHouse/downloading, xapk, adventure-game, com.Furakoko.EscapeGameQuietRainHouse
Soul Eyes Demon: Horror Skulls, https://apkpure.com/tw/soul-eyes-demon-horror-skulls/com.wednesday.horror/downloading, xapk, adventure-game, com.wednesday.horror
Merge Vampire: Monster Mansion, https://apkpure.com/tw/merge-vampire-monster-mansion/com.lilijoy.monster/downloading, xapk, adventure-game, com.lilijoy.monster
密室逃脫 [SECRET CODE 4], https://apkpure.com/tw/room-escape-secret-code-4/jp.ebb.gam.Escape04/downloading, xapk, adventure-game, jp.ebb.gam.Escape04
侏羅紀動物園：恐龍狩獵, https://apkpure.com/tw/jurassic-zoo-dinosaur-hunting/com.canadianrig.jurassiczoo/downloading, xapk, adventure-game, com.canadianrig.jurassiczoo
密室逃脫 [SECRET CODE 2], https://apkpure.com/tw/room-escape-secret-code-2/jp.ebb.gam.SecretCode02/downloading, xapk, adventure-game, jp.ebb.gam.SecretCode02
Squeezy's Quest, https://apkpure.com/tw/squeezy-s-quest/com.DivBits.SquzeeysQuest/downloading, xapk, adventure-game, com.DivBits.SquzeeysQuest
Текстовые квесты INSTEAD, https://apkpure.com/tw/instead-interactive-fiction/org.emunix.insteadlauncher/downloading, apk, adventure-game, org.emunix.insteadlauncher
Soul Eyes Demon: Remake Eyes, https://apkpure.com/tw/soul-eyes-demon-remake-eyes/com.SoulEyesDemon.SkullHorror/downloading, xapk, adventure-game, com.SoulEyesDemon.SkullHorror
Scary Baby In Haunted House, https://apkpure.com/tw/scary-baby-in-haunted-house/com.sas.baby.haunted.house.scary.room.escape/downloading, apk, adventure-game, com.sas.baby.haunted.house.scary.room.escape
CRAFTSMAN INDOCRAFT INA, https://apkpure.com/tw/animeq-nonton-anime-sub-indo/com.animeq.nontonanimesubindo/downloading, xapk, adventure-game, com.animeq.nontonanimesubindo
火繩英雄境, https://apkpure.com/tw/skyline-slinger-heroic-realm/com.tng.ropehero.games.flyinghero.cityspider.vice.town.open.world/downloading, xapk, adventure-game, com.tng.ropehero.games.flyinghero.cityspider.vice.town.open.world
Ancient Village 3, https://apkpure.com/tw/ancient-village-3/com.gameinsight.explorelands/downloading, xapk, adventure-game, com.gameinsight.explorelands
Jungle Adventures 2, https://apkpure.com/tw/jungle-adventures-2/com.renderedideas.jungleadventures2/downloading, apk, adventure-game, com.renderedideas.jungleadventures2
Zoo 2: Animal Park, https://apkpure.com/tw/zoo-2-animal-park/com.upjers.zoo2animalpark/downloading, xapk, adventure-game, com.upjers.zoo2animalpark
鑽石任務：別匆忙！, https://apkpure.com/tw/diamond-quest-don-t-rush/diamond.quest.dont.rush/downloading, xapk, adventure-game, diamond.quest.dont.rush
The Girl in the Window, https://apkpure.com/tw/the-girl-in-the-window/air.com.darkdome.girlinthewindow/downloading, apk, adventure-game, air.com.darkdome.girlinthewindow
Puzzle Adventure: Mystery Tale, https://apkpure.com/tw/puzzle-adventure-mystery-tale/com.pixelfederation.solve.mystery.puzzle.adventure/downloading, xapk, adventure-game, com.pixelfederation.solve.mystery.puzzle.adventure
Another Shadow, https://apkpure.com/tw/another-shadow/air.com.darkdome.another.shadow/downloading, xapk, adventure-game, air.com.darkdome.another.shadow
密室逃脫：命運的迴響, https://apkpure.com/tw/escape-room-echoes-of-destiny/com.hfg.echoesofdestiny/downloading, xapk, adventure-game, com.hfg.echoesofdestiny
Soul Eyes Demon: Clown Horror, https://apkpure.com/tw/soul-eyes-demon-clown-horror/com.SoulEyesDemon.onlinevi/downloading, xapk, adventure-game, com.SoulEyesDemon.onlinevi
Idle Pocket Crafter 2, https://apkpure.com/tw/idle-pocket-crafter-2/com.ruotogames.pocketcrafter2/downloading, xapk, adventure-game, com.ruotogames.pocketcrafter2
FullGames, https://apkpure.com/tw/fullgames/fullgames18.apliadg/downloading, xapk, adventure-game, fullgames18.apliadg
Grau Favela 2: Online, https://apkpure.com/tw/grau-favela-2-online/com.PioGames.GrauFavela2/downloading, xapk, simulation-game, com.PioGames.GrauFavela2
Coin Picker - Mining Clicker, https://apkpure.com/tw/coin-picker-mining-clicker/com.AlexHK.CoinPicker/downloading, xapk, simulation-game, com.AlexHK.CoinPicker
The Legend of Fireball, https://apkpure.com/tw/the-legend-of-fireball/com.superfunsoft.thelegendoffireball/downloading, xapk, simulation-game, com.superfunsoft.thelegendoffireball
Makeup Supermart Simulator 3D, https://apkpure.com/tw/makeup-supermart-simulator-3d/com.reg.beauty.supermart.supermarket.simulator/downloading, xapk, simulation-game, com.reg.beauty.supermart.supermarket.simulator
coffee courier simulator, https://apkpure.com/tw/coffee-courier-simulator/com.kostik4kg.CoffeeSimular/downloading, xapk, simulation-game, com.kostik4kg.CoffeeSimular
My SuperStore Simulator Game, https://apkpure.com/tw/my-superstore-simulator-game/com.grs.supermarket.game.simulator.cashier.master/downloading, xapk, simulation-game, com.grs.supermarket.game.simulator.cashier.master
Roller Disco, https://apkpure.com/tw/roller-disco/com.Albus.RollerDisco/downloading, xapk, simulation-game, com.Albus.RollerDisco
ITsMagic Engine - Create games, https://apkpure.com/tw/itsmagic-engine-create-games/com.itsmagic.enginestable/downloading, xapk, simulation-game, com.itsmagic.enginestable
Planet Smash Destruction Games, https://apkpure.com/tw/planet-smash-destruction-games/com.dinopix.planetssmash/downloading, xapk, simulation-game, com.dinopix.planetssmash
Panda Care: Panda's Life World, https://apkpure.com/tw/panda-care-panda-s-life-world/com.m03.baby.care.panda.life.world/downloading, xapk, simulation-game, com.m03.baby.care.panda.life.world
Beauty Story: Makeup Makeover, https://apkpure.com/tw/beauty-story-makeup-makeover/com.fc.p.cp.diy.beauty.makeup.makeover.asmr/downloading, xapk, simulation-game, com.fc.p.cp.diy.beauty.makeup.makeover.asmr
ASMR Makeover: Beauty Makeup, https://apkpure.com/tw/asmr-makeover-beauty-makeup/com.beauty.fashion.makeover.stylist/downloading, xapk, simulation-game, com.beauty.fashion.makeover.stylist
Gorilla Crush City, https://apkpure.com/tw/fps-zombie-shooting-games/com.mg.zombie.fps.frontier.shooter.game/downloading, xapk, simulation-game, com.mg.zombie.fps.frontier.shooter.game
Super Firefighter, https://apkpure.com/tw/super-firefighter/com.ValentinKlimenko.SuperFirefighter/downloading, xapk, simulation-game, com.ValentinKlimenko.SuperFirefighter
Pet World: 我的動物收容所, https://apkpure.com/tw/pet-world-my-animal-shelter/com.tivola.animals.home/downloading, apk, simulation-game, com.tivola.animals.home
City Gas Station Sim Game 3D, https://apkpure.com/tw/city-gas-station-sim-game-3d/com.nns.city.gas.station.sim.games/downloading, xapk, simulation-game, com.nns.city.gas.station.sim.games
深海水族館-點點可培養的水族館, https://apkpure.com/tw/tap-tap-fish-abyssrium-vr/com.idleif.abyssrium/downloading, xapk, simulation-game, com.idleif.abyssrium
Baby Ava Daily Activities Game, https://apkpure.com/tw/baby-ava-daily-activities-game/com.gameimake.babyavadailyactivities/downloading, xapk, simulation-game, com.gameimake.babyavadailyactivities
FantasyFarm RPG: Farming MMO, https://apkpure.com/tw/fantasyfarm-rpg-farming-mmo/com.fantasyfarm.app/downloading, xapk, simulation-game, com.fantasyfarm.app
Merge Three kingdoms, https://apkpure.com/tw/merge-three-kingdoms/com.Daidalos.M3/downloading, xapk, simulation-game, com.Daidalos.M3
Infinite Life Simulation, https://apkpure.com/tw/infinite-life-simulation/co.pickle.infinite_life_sim/downloading, xapk, simulation-game, co.pickle.infinite_life_sim
Construct Master: Car Builder, https://apkpure.com/tw/construct-master-car-builder/com.AntarGames.ConstructMaster/downloading, xapk, simulation-game, com.AntarGames.ConstructMaster
Avatar Life World: My Story, https://apkpure.com/tw/avatar-life-world-my-story/com.avatarlife.avatarstory.mystory.myworld.mywonder/downloading, xapk, simulation-game, com.avatarlife.avatarstory.mystory.myworld.mywonder
Zero: The Next Battle, https://apkpure.com/tw/zero-the-next-battle/com.genius.zeronext/downloading, xapk, simulation-game, com.genius.zeronext
